12:09:51.630509 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [20.06025ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:51.661357 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [30.650291ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:51.784473 GET /session/a265b91a-a055-4fe0-b724-427a7286b4c0/source [114.423875ms] OK body=
12:09:51.809315 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [22.568917ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:51.837147 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [27.2205ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:51.871630 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [34.284666ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:51.910202 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [38.212167ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:51.979297 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [68.734458ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:52.024253 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [44.674ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:52.049891 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [25.479958ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:52.098520 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [48.226375ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:52.132420 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [33.581ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:52.200725 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [68.005542ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:52.246048 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [45.063041ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:52.289265 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [42.889041ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:52.319008 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [29.4765ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:52.341891 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [22.508917ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:52.387118 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [44.868042ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:52.427453 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [40.022625ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:52.452986 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [25.258917ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:52.471917 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [18.676583ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:52.501310 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [29.128375ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:52.528730 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [27.028375ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:52.568100 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [39.072791ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:52.576149 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [7.859583ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:52.587377 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [11.032417ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:52.600125 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [12.615541ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:52.614078 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [13.810583ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:52.628343 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [14.08725ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:52.646706 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [18.175625ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:52.678775 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [31.855459ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:52.710556 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [31.654625ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:52.727226 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [16.443291ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:52.746865 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [19.343375ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:52.762915 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [15.838208ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
